Titulo,Ano,Duracao,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
The Confessions,2017,108.0,Outra,,,13/100,
Comrades & Cash: How Money Found Its Way Through the Iron Curtain,2014,79.0,Outra,,,12/100,
Fight Club,1999,139.0,Outra,18+,8.8/10,93/100,
Tumbbad,2018,104.0,Outra,,8.3/10,93/100,
Gully Boy,2019,154.0,Outra,,8.0/10,91/100,
Chak De! India,2007,153.0,Outra,7+,8.2/10,90/100,
Honey Boy,2019,94.0,Outra,18+,7.3/10,89/100,
The Report,2019,119.0,Outra,18+,7.2/10,89/100,
Alien,1979,117.0,Outra,18+,8.4/10,88/100,
Borat Subsequent Moviefilm,2020,95.0,Outra,18+,6.7/10,88/100,
Raazi,2018,138.0,Outra,,7.8/10,88/100,
Snatch,2000,104.0,Outra,18+,8.3/10,87/100,
Beautiful Boy,2018,120.0,Outra,18+,7.3/10,87/100,
One Night in Miami...,2021,114.0,Outra,18+,7.1/10,86/100,
Mahanati,2018,177.0,Outra,7+,8.5/10,86/100,
Knives Out,2019,130.0,Outra,13+,7.9/10,85/100,
Rear Window,1954,112.0,Outra,7+,8.5/10,85/100,
Brittany Runs a Marathon,2019,104.0,Outra,18+,6.8/10,85/100,
Invisible Life,2019,139.0,Outra,18+,7.8/10,85/100,
Vertigo,1958,128.0,Outra,7+,8.3/10,84/100,
One Child Nation,2019,83.0,Outra,18+,7.5/10,84/100,
It's a Wonderful Life,1946,130.0,Outra,7+,8.6/10,84/100,
Late Night,2019,102.0,Outra,18+,6.5/10,84/100,
E.T. the Extra-Terrestrial,1982,115.0,Outra,7+,7.8/10,83/100,
Sultan,2016,170.0,Outra,,7.0/10,83/100,
Midnight in Paris,2011,94.0,Outra,13+,7.7/10,82/100,
The Boondock Saints,1999,108.0,Outra,18+,7.8/10,82/100,
Gaslight,1940,114.0,Outra,,7.4/10,82/100,
"I, Robot",2004,115.0,Outra,13+,7.1/10,82/100,
Blow the Man Down,2019,91.0,Outra,18+,6.4/10,82/100,
Thappad,2020,142.0,Outra,,6.8/10,82/100,
Unbreakable,2000,106.0,Outra,13+,7.3/10,82/100,
Titli,2015,116.0,Outra,,7.6/10,81/100,
The Handmaiden,2016,145.0,Outra,18+,8.1/10,81/100,
Dodsworth,1936,101.0,Outra,,7.8/10,81/100,
The Wrestler,2008,109.0,Outra,18+,7.9/10,81/100,
The Tomorrow War,2021,138.0,Outra,13+,6.6/10,81/100,
Manchester by the Sea,2016,137.0,Outra,18+,7.8/10,81/100,
Sunset Boulevard,1950,110.0,Outra,7+,8.4/10,81/100,
Hotel Rwanda,2004,121.0,Outra,13+,8.1/10,80/100,
Fan,2016,116.0,Outra,,7.0/10,80/100,
Scent of a Woman,1992,156.0,Outra,18+,8.0/10,80/100,
Burn Notice: The Fall of Sam Axe,2011,90.0,Outra,7+,7.2/10,80/100,
Midsommar,2019,148.0,Outra,18+,7.1/10,80/100,
Sound of Metal,2020,120.0,Outra,18+,7.8/10,80/100,
The Lighthouse,2019,109.0,Outra,18+,7.5/10,80/100,
The Elephant Man,1980,124.0,Outra,7+,8.1/10,80/100,
Tropic Thunder,2008,107.0,Outra,18+,7.0/10,80/100,
Philadelphia,1993,22.0,Outra,13+,7.7/10,79/100,
Adaptation.,2002,115.0,Outra,18+,7.7/10,79/100,
A.I. Artificial Intelligence,2001,146.0,Outra,13+,7.2/10,79/100,
Rab Ne Bana Di Jodi,2008,167.0,Outra,7+,7.2/10,79/100,
Dum Laga Ke Haisha,2015,110.0,Outra,,7.5/10,79/100,
The Big Sick,2017,120.0,Outra,18+,7.5/10,79/100,
Rocket Singh: Salesman of the Year,2009,150.0,Outra,13+,7.5/10,79/100,
On the Waterfront,1954,108.0,Outra,7+,8.1/10,79/100,
The Abyss,1989,140.0,Outra,13+,7.5/10,79/100,
Ran,1985,162.0,Outra,18+,8.2/10,79/100,
Awakenings,1990,121.0,Outra,13+,7.8/10,79/100,
Burn After Reading,2008,96.0,Outra,16+,7.0/10,78/100,
Sylvie's Love,2020,114.0,Outra,13+,6.8/10,78/100,
Perfume: The Story of a Murderer,2006,147.0,Outra,18+,7.5/10,78/100,
Hellboy,2004,120.0,Outra,13+,6.8/10,78/100,
Master and Commander: The Far Side of the World,2003,138.0,Outra,13+,7.4/10,78/100,
The Descent,2006,99.0,Outra,18+,7.2/10,78/100,
The Ghazi Attack,2017,116.0,Outra,7+,7.6/10,77/100,
Patton,1970,172.0,Outra,7+,7.9/10,77/100,
"Love, Rosie",2014,102.0,Outra,18+,7.2/10,77/100,
Jean-Michel Basquiat: The Radiant Child,2010,88.0,Outra,,7.8/10,77/100,
The Last King of Scotland,2006,123.0,Outra,18+,7.7/10,77/100,
Roman Holiday,1953,118.0,Outra,all,8.0/10,77/100,
Only Lovers Left Alive,2013,123.0,Outra,18+,7.3/10,77/100,
Resident Evil,2002,,Outra,18+,6.7/10,77/100,
The French Connection,1971,104.0,Outra,18+,7.7/10,77/100,
The Boys of St. Vincent,1992,93.0,Outra,,7.6/10,77/100,
Inside Llewyn Davis,2013,104.0,Outra,18+,7.5/10,77/100,
WarGames,1983,114.0,Outra,7+,7.1/10,76/100,
My Spy,2020,99.0,Outra,13+,6.4/10,76/100,
DodgeBall: A True Underdog Story,2004,92.0,Outra,13+,6.7/10,76/100,
An American Werewolf in London,1981,97.0,Outra,18+,7.5/10,76/100,
Dilwale Dulhania Le Jayenge,1995,189.0,Outra,all,8.1/10,76/100,
Clue,1985,94.0,Outra,7+,7.3/10,76/100,
Dear Zachary: A Letter to a Son About His Father,2008,95.0,Outra,,8.5/10,76/100,
Incident at Oglala,1992,89.0,Outra,7+,7.5/10,76/100,
Crimson Tide,1995,116.0,Outra,18+,7.3/10,76/100,
Highlander,1986,116.0,Outra,18+,7.1/10,76/100,
Chicken Run,2000,84.0,Outra,all,7.0/10,76/100,
The Farewell,2019,100.0,Outra,7+,7.6/10,76/100,
"Tomorrow, When the War Began",2010,104.0,Outra,18+,6.2/10,76/100,
Trilogy of Terror,1975,72.0,Outra,,6.6/10,76/100,
Charade,1963,113.0,Outra,13+,7.9/10,75/100,
7500,2019,93.0,Outra,18+,6.3/10,75/100,
The Fisher King,1991,137.0,Outra,18+,7.5/10,75/100,
High Noon,1952,85.0,Outra,7+,8.0/10,75/100,
Phone Booth,2002,81.0,Outra,18+,7.0/10,75/100,
King Lear,2018,115.0,Outra,16+,6.2/10,75/100,
Hard Candy,2005,104.0,Outra,18+,7.1/10,75/100,
The Wicker Man,1973,88.0,Outra,18+,7.5/10,75/100,
102 Not Out,2018,102.0,Outra,7+,7.4/10,75/100,
Trumbo,2015,124.0,Outra,18+,7.5/10,75/100,
The African Queen,1952,105.0,Outra,7+,7.8/10,75/100,
Good Newwz,2019,134.0,Outra,,6.9/10,75/100,
Climax,2018,97.0,Outra,18+,7.0/10,75/100,
Chasing Happiness,2019,96.0,Outra,,7.8/10,75/100,
The Mask of Zorro,1998,136.0,Outra,7+,6.8/10,74/100,
Delicatessen,1991,99.0,Outra,18+,7.6/10,74/100,
Mallrats,1995,94.0,Outra,18+,7.1/10,74/100,
An Education,2009,100.0,Outra,13+,7.3/10,74/100,
Open Your Eyes,1997,119.0,Outra,18+,7.7/10,74/100,
You Were Never Really Here,2017,89.0,Outra,18+,6.8/10,74/100,
Eagle Eye,2008,118.0,Outra,13+,6.6/10,74/100,
His Girl Friday,1940,92.0,Outra,,7.9/10,74/100,
Timecrimes,2007,92.0,Outra,18+,7.2/10,74/100,
Rudy,1993,114.0,Outra,7+,7.5/10,74/100,
To Catch a Thief,1955,106.0,Outra,7+,7.4/10,74/100,
Alien Resurrection,1997,109.0,Outra,18+,6.2/10,74/100,
Pantani: The Accidental Death of a Cyclist,2014,96.0,Outra,7+,7.0/10,74/100,
The Lost City of Z,2017,141.0,Outra,13+,6.6/10,74/100,
Photograph,2019,110.0,Outra,13+,6.9/10,74/100,
All In: The Fight for Democracy,2020,102.0,Outra,13+,6.6/10,74/100,
Jungle,2017,115.0,Outra,18+,6.7/10,74/100,
Our Friend,2021,124.0,Outra,18+,7.3/10,74/100,
Pride,2014,119.0,Outra,18+,7.8/10,74/100,
Guns Akimbo,2020,98.0,Outra,18+,6.3/10,74/100,
Hellraiser,1987,94.0,Outra,18+,7.0/10,74/100,
The Little Prince,2015,108.0,Outra,7+,7.7/10,74/100,
Seeking a Friend for the End of the World,2012,101.0,Outra,18+,6.7/10,73/100,
Los Olvidados,1950,85.0,Outra,,8.3/10,73/100,
Paterson,2016,118.0,Outra,18+,7.4/10,73/100,
Time,2020,59.0,Outra,13+,6.8/10,73/100,
Invasion of the Body Snatchers,1956,115.0,Outra,,7.7/10,73/100,
Frailty,2001,100.0,Outra,18+,7.2/10,73/100,
Julie & Julia,2009,123.0,Outra,13+,7.0/10,73/100,
Guess Who's Coming to Dinner,1967,108.0,Outra,,7.8/10,73/100,
Troll Hunter,2010,103.0,Outra,13+,7.0/10,73/100,
Grizzly Man,2005,103.0,Outra,18+,7.8/10,73/100,
The 39 Steps,1935,86.0,Outra,,7.7/10,73/100,
The Gravedancers,2006,95.0,Outra,18+,5.5/10,73/100,
Suspiria,2018,152.0,Outra,18+,6.7/10,73/100,
Top Secret!,1984,90.0,Outra,7+,7.2/10,73/100,
Get Duked!,2019,87.0,Outra,18+,6.2/10,73/100,
Mr. Church,2016,104.0,Outra,13+,7.7/10,73/100,
A Dark Place,2019,89.0,Outra,,6.2/10,73/100,
Rambo: Last Blood,2019,89.0,Outra,18+,6.1/10,73/100,
Salaam Namaste,2005,158.0,Outra,7+,6.2/10,73/100,
Empire of Dreams: The Story of the Star Wars Trilogy,2004,151.0,Outra,,8.3/10,73/100,
What If,2013,98.0,Outra,13+,6.8/10,72/100,
Stop Making Sense,1984,88.0,Outra,,8.6/10,72/100,
Ace in the Hole,1951,111.0,Outra,,8.1/10,72/100,
Battleship Potemkin,1925,75.0,Outra,,8.0/10,72/100,
The Salesman,2016,124.0,Outra,13+,7.7/10,72/100,
Monsters,2010,94.0,Outra,18+,6.4/10,72/100,
Tumhari Sulu,2017,150.0,Outra,,7.0/10,72/100,
Super Size Me,2004,100.0,Outra,13+,7.2/10,72/100,
Cold War,2018,89.0,Outra,18+,7.6/10,72/100,
K.G.F: Chapter 1,2018,156.0,Outra,,8.3/10,72/100,
Biutiful,2010,148.0,Outra,18+,7.5/10,72/100,
Unhinged,2020,90.0,Outra,18+,6.0/10,72/100,
Sonu Ke Titu Ki Sweety,2018,138.0,Outra,,7.1/10,72/100,
My Favorite Season,1993,127.0,Outra,,7.0/10,72/100,
Ali,2001,157.0,Outra,18+,6.8/10,72/100,
Honest Thief,2020,99.0,Outra,13+,6.0/10,72/100,
Pinocchio,2019,,Disney +,13+,6.2/10,72/100,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
The Vast of Night,2020,91.0,Outra,13+,6.7/10,72/100,
Green Lantern,2011,114.0,Outra,13+,5.5/10,72/100,
Kingpin,1996,114.0,Outra,13+,6.9/10,72/100,
The Italian Job,1969,111.0,Outra,all,7.3/10,72/100,
Tiger Zinda Hai,2017,161.0,Outra,7+,5.9/10,72/100,
Shane,1953,118.0,Outra,,7.6/10,72/100,
The Discreet Charm of the Bourgeoisie,1972,102.0,Outra,7+,7.9/10,72/100,
The Last Castle,2001,131.0,Outra,18+,7.0/10,72/100,
In a Lonely Place,1950,94.0,Outra,,8.0/10,72/100,
Colombiana,2011,108.0,Outra,13+,6.4/10,72/100,
Marie Antoinette,2006,123.0,Outra,13+,6.5/10,72/100,
Burlesque,2010,119.0,Outra,13+,6.4/10,72/100,
Hard Eight,1996,102.0,Outra,18+,7.2/10,72/100,
Badrinath Ki Dulhania,2017,139.0,Outra,7+,6.1/10,72/100,
Nick and Norah's Infinite Playlist,2008,90.0,Outra,13+,6.6/10,72/100,
A Taxi Driver,2017,137.0,Outra,,7.9/10,72/100,
Star Trek: Nemesis,2002,116.0,Outra,13+,6.4/10,72/100,
The Dressmaker,2015,119.0,Outra,18+,7.1/10,72/100,
Reign of Fire,2002,101.0,Outra,13+,6.2/10,72/100,
Rent,2005,135.0,Outra,13+,6.9/10,71/100,
The Quiet Man,1952,129.0,Outra,all,7.8/10,71/100,
Vantage Point,2008,90.0,Outra,13+,6.6/10,71/100,
Peeping Tom,1960,101.0,Outra,,7.7/10,71/100,
The Aeronauts,2019,100.0,Outra,13+,6.6/10,71/100,
New York,2009,153.0,Outra,,6.8/10,71/100,
Lords of Dogtown,2005,107.0,Outra,13+,7.1/10,71/100,
Boys,2014,239.0,Outra,,7.4/10,71/100,
The Flaw,2011,78.0,Outra,13+,7.2/10,71/100,
Why Did I Get Married?,2007,113.0,Outra,13+,5.9/10,71/100,
Testament of Youth,2014,129.0,Outra,13+,7.3/10,71/100,
The Taking of Pelham One Two Three,1974,104.0,Outra,18+,7.7/10,71/100,
House of Sand and Fog,2003,126.0,Outra,18+,7.5/10,71/100,
Rangasthalam,2018,170.0,Outra,13+,8.4/10,71/100,
Vivarium,2019,97.0,Outra,18+,5.8/10,71/100,
Goon,2012,92.0,Outra,18+,6.8/10,71/100,
The Devil's Double,2011,109.0,Outra,18+,7.1/10,71/100,
The Odd Couple,1968,30.0,Outra,all,7.7/10,70/100,
The Men Who Stare at Goats,2009,94.0,Outra,18+,6.2/10,70/100,
The Informer,2019,113.0,Outra,18+,6.6/10,70/100,
Hector and the Search for Happiness,2014,120.0,Outra,18+,7.0/10,70/100,
The Collector,2009,90.0,Outra,18+,6.4/10,70/100,
"See No Evil, Hear No Evil",1989,103.0,Outra,18+,6.9/10,70/100,
The Party,1968,100.0,Outra,7+,7.5/10,70/100,
The Towering Inferno,1974,165.0,Outra,7+,7.0/10,70/100,
The Grudge,2004,94.0,Outra,13+,5.9/10,70/100,
Beowulf,2007,115.0,Outra,13+,6.2/10,70/100,
Of Mice and Men,1992,115.0,Outra,13+,7.5/10,70/100,
A Place in the Sun,1951,122.0,Outra,,7.8/10,70/100,
True Grit,1969,110.0,Outra,all,7.4/10,70/100,
Unsane,2018,98.0,Outra,18+,6.4/10,70/100,
Lucky,2017,88.0,Outra,,7.4/10,70/100,
Tickled,2016,92.0,Outra,18+,7.5/10,70/100,
The Last Unicorn,1982,92.0,Outra,all,7.4/10,70/100,
The Neon Demon,2016,117.0,Outra,18+,6.2/10,70/100,
The Last Black Man in San Francisco,2019,121.0,Outra,18+,7.3/10,70/100,
The Ghost and the Darkness,1996,110.0,Outra,18+,6.8/10,70/100,
Two Night Stand,2014,86.0,Outra,18+,6.4/10,70/100,
Coming 2 America,2021,110.0,Outra,13+,5.3/10,70/100,
Searching for Bobby Fischer,1993,109.0,Outra,7+,7.4/10,70/100,
Becoming Cary Grant,2017,85.0,Outra,7+,6.6/10,70/100,
Hummingbird,2013,100.0,Outra,18+,6.2/10,70/100,
Little Big Man,1970,139.0,Outra,16+,7.6/10,70/100,
The Lady from Shanghai,1947,87.0,Outra,,7.6/10,70/100,
Fist of Fury,1972,106.0,Outra,18+,7.3/10,69/100,
Fanboys,2009,120.0,Outra,13+,6.6/10,69/100,
The Monster Squad,1987,79.0,Outra,13+,7.0/10,69/100,
Uncle Tom,2020,106.0,Outra,all,8.8/10,69/100,
Candy,2006,108.0,Outra,18+,7.2/10,69/100,
Europa Report,2013,97.0,Outra,13+,6.4/10,69/100,
My Man Godfrey,1936,94.0,Outra,,8.0/10,69/100,
Romeo and Juliet,1968,120.0,Outra,7+,7.6/10,69/100,
Irrational Man,2015,95.0,Outra,18+,6.6/10,69/100,
Before I Go to Sleep,2014,92.0,Outra,18+,6.4/10,69/100,
Miss Pettigrew Lives for a Day,2008,92.0,Outra,13+,7.1/10,69/100,
The Uninvited,2009,87.0,Outra,13+,6.3/10,69/100,
The Ladykillers,2004,104.0,Outra,18+,6.2/10,69/100,
The Map of Tiny Perfect Things,2021,98.0,Outra,13+,6.8/10,69/100,
House of 1000 Corpses,2003,89.0,Outra,18+,6.1/10,69/100,
30 Minutes or Less,2011,83.0,Outra,16+,6.1/10,69/100,
Lara Croft: Tomb Raider - The Cradle of Life,2003,117.0,Outra,13+,5.6/10,69/100,
Ek Tha Tiger,2012,132.0,Outra,13+,5.5/10,69/100,
StreetDance 3D,2010,98.0,Outra,13+,5.9/10,69/100,
Phantasm,1979,89.0,Outra,18+,6.7/10,69/100,
Café Society,2016,96.0,Outra,13+,6.6/10,69/100,
The Green Hornet,2011,119.0,Outra,13+,5.8/10,69/100,
Small Soldiers,1998,108.0,Outra,13+,6.2/10,69/100,
Danger Close: The Battle of Long Tan,2019,118.0,Outra,18+,6.8/10,69/100,
Bringing Out the Dead,1999,121.0,Outra,18+,6.8/10,69/100,
Chisholm '72: Unbought & Unbossed,2004,77.0,Outra,,7.2/10,69/100,
Unlocked,2017,98.0,Outra,18+,6.3/10,69/100,
Funny Girl,1968,151.0,Outra,all,7.4/10,69/100,
Pawn Sacrifice,2015,115.0,Outra,13+,7.0/10,69/100,
Newton,2017,106.0,Outra,,7.7/10,69/100,
Rewind,2019,92.0,Outra,,8.0/10,69/100,
Dhoom,2004,129.0,Outra,7+,6.7/10,69/100,
The Three Burials of Melquiades Estrada,2005,121.0,Outra,18+,7.4/10,69/100,
Open Season,2006,86.0,Outra,7+,6.1/10,69/100,
The Limey,1999,89.0,Outra,18+,7.0/10,69/100,
Uncle Frank,2020,95.0,Outra,18+,7.3/10,69/100,
Come and Get It,1936,99.0,Outra,,6.9/10,69/100,
The Miseducation of Cameron Post,2018,91.0,Outra,,6.6/10,69/100,
Bad Lieutenant,1992,96.0,Outra,18+,7.1/10,69/100,
The Loved Ones,2009,84.0,Outra,18+,6.6/10,69/100,
City Island,2009,104.0,Outra,13+,7.4/10,69/100,
Tom Clancy's Without Remorse,2021,109.0,Outra,18+,5.8/10,69/100,
A Rainy Day in New York,2019,92.0,Outra,13+,6.5/10,68/100,
Veer-Zaara,2004,192.0,Outra,7+,7.8/10,68/100,
A Brilliant Young Mind,2014,111.0,Outra,13+,7.1/10,68/100,
The Family Stone,2005,103.0,Outra,13+,6.3/10,68/100,
Funny Face,1957,103.0,Outra,,7.0/10,68/100,
My Name Is Nobody,1973,116.0,Outra,7+,7.4/10,68/100,
John Dies at the End,2012,99.0,Outra,18+,6.4/10,68/100,
Æon Flux,2005,93.0,Outra,13+,5.5/10,68/100,
To Rome with Love,2012,112.0,Outra,18+,6.3/10,68/100,
Iron Sky,2012,93.0,Outra,18+,5.9/10,68/100,
Sky Captain and the World of Tomorrow,2004,106.0,Outra,7+,6.0/10,68/100,
Life in a Year,2020,107.0,Outra,13+,6.1/10,68/100,
The Spanish Prisoner,1998,110.0,Outra,7+,7.2/10,68/100,
Centurion,2010,97.0,Outra,18+,6.3/10,68/100,
Theeran Adhigaaram Ondru,2017,157.0,Outra,18+,8.3/10,68/100,
Sarbjit,2016,131.0,Outra,,7.3/10,68/100,
Courageous,2011,130.0,Outra,13+,7.0/10,68/100,
Sólo con tu pareja,1992,94.0,Outra,,6.9/10,68/100,
The 36th Chamber of Shaolin,1978,116.0,Outra,18+,7.7/10,68/100,
Narc,2002,105.0,Outra,18+,7.1/10,68/100,
The Lady in the Van,2015,104.0,Outra,13+,6.7/10,68/100,
Author: The JT LeRoy Story,2016,110.0,Outra,18+,7.1/10,68/100,
Life Itself,2018,117.0,Outra,18+,6.9/10,68/100,
An Inspector Calls,2015,87.0,Outra,7+,7.7/10,68/100,
The Shootist,1976,100.0,Outra,7+,7.6/10,68/100,
The House Bunny,2008,97.0,Outra,13+,5.5/10,68/100,
Archive,2020,109.0,Outra,18+,6.4/10,68/100,
Frozen River,2008,97.0,Outra,18+,7.1/10,68/100,
The Whistleblower,2010,112.0,Outra,18+,7.1/10,68/100,
The Accused,1988,111.0,Outra,18+,7.2/10,68/100,
How to Steal a Dog,2014,109.0,Outra,,6.8/10,68/100,
In Order of Disappearance,2014,119.0,Outra,18+,7.2/10,68/100,
Aparajito,1956,110.0,Outra,13+,8.4/10,68/100,
Pulse,2001,119.0,Outra,18+,6.6/10,68/100,
HyperNormalisation,2016,166.0,Outra,,8.3/10,68/100,
Scoop,2006,96.0,Outra,13+,6.6/10,68/100,
Dorian Gray,2009,112.0,Outra,18+,6.3/10,68/100,
"Don't Worry, He Won't Get Far on Foot",2018,114.0,Outra,18+,6.9/10,68/100,
Welcome to the Sticks,2008,106.0,Outra,,7.1/10,68/100,
The Hunter,2011,42.0,Outra,18+,6.7/10,68/100,
SlingShot,2014,90.0,Outra,,7.7/10,68/100,
High Life,2018,113.0,Outra,18+,5.8/10,68/100,
Aruvi,2017,130.0,Outra,,8.5/10,68/100,
Priest,2011,87.0,Outra,13+,5.7/10,67/100,
Shakuntala Devi,2020,127.0,Outra,,6.1/10,67/100,
Pumping Iron,1977,86.0,Outra,7+,7.4/10,67/100,
Splinter,2008,82.0,Outra,18+,6.1/10,67/100,
Fathers and Daughters,2015,116.0,Outra,18+,7.1/10,67/100,
Alan Partridge: Alpha Papa,2013,90.0,Outra,13+,6.9/10,67/100,
Penguin Highway,2018,117.0,Outra,7+,7.1/10,67/100,
Spun,2002,101.0,Outra,18+,6.8/10,67/100,
Pataakha,2018,134.0,Outra,,7.2/10,67/100,
Porky's,1981,94.0,Outra,18+,6.2/10,67/100,
The Ultimate Gift,2007,118.0,Outra,7+,7.3/10,67/100,
The Mexican,2001,123.0,Outra,18+,6.1/10,67/100,
The Ruins,2008,90.0,Outra,18+,5.9/10,67/100,
George Carlin: It's Bad for Ya!,2008,70.0,Outra,18+,8.6/10,67/100,
And Then There Were None,1945,58.0,Outra,,7.5/10,67/100,
Angela's Ashes,1999,145.0,Outra,18+,7.3/10,67/100,
Lisa and the Devil,1973,95.0,Outra,18+,6.4/10,67/100,
Premonition,2007,96.0,Outra,13+,5.9/10,67/100,
Stories We Tell,2012,108.0,Outra,13+,7.6/10,67/100,
Bad Samaritan,2018,110.0,Outra,18+,6.5/10,67/100,
Carriers,2009,85.0,Outra,13+,6.0/10,67/100,
"Jeff, Who Lives at Home",2011,83.0,Outra,18+,6.5/10,67/100,
22 Bullets,2010,117.0,Outra,,6.7/10,67/100,
House on Haunted Hill,1959,93.0,Outra,,6.8/10,67/100,
Jolt,2021,91.0,Outra,18+,5.5/10,67/100,
Wiener-Dog,2016,88.0,Outra,18+,5.9/10,67/100,
Mohabbatein,2000,216.0,Outra,7+,7.1/10,67/100,
Riding in Cars with Boys,2001,132.0,Outra,13+,6.5/10,67/100,
Lake Mungo,2009,87.0,Outra,18+,6.3/10,67/100,
Arbitrage,2012,107.0,Outra,18+,6.6/10,67/100,
Anbe Sivam,2003,160.0,Outra,,8.7/10,67/100,
Last Flag Flying,2017,125.0,Outra,18+,6.9/10,67/100,
Louisiana Story,1948,78.0,Outra,,6.7/10,67/100,
Macbeth,2015,,Outra,18+,6.6/10,67/100,
The Goldfinch,2019,149.0,Outra,18+,6.3/10,67/100,
The Man Who Fell to Earth,1976,139.0,Outra,18+,6.7/10,67/100,
The Phantom of the Opera,1925,143.0,Outra,,7.6/10,67/100,
The Bishop's Wife,1947,109.0,Outra,,7.6/10,67/100,
Absolutely Anything,2015,85.0,Outra,18+,6.0/10,67/100,
The Parallax View,1974,102.0,Outra,18+,7.1/10,67/100,
Wuthering Heights,1939,142.0,Outra,,7.6/10,67/100,
Explorers,1985,109.0,Outra,7+,6.5/10,67/100,
The Taking of Deborah Logan,2014,90.0,Outra,18+,6.0/10,66/100,
Two for the Money,2005,122.0,Outra,18+,6.3/10,66/100,
The Silencing,2020,93.0,Outra,18+,6.2/10,66/100,
Mystic India,2005,40.0,Outra,,7.7/10,66/100,
Why We Fight,2005,98.0,Outra,13+,8.0/10,66/100,
Johnny Guitar,1954,110.0,Outra,,7.6/10,66/100,
Shuddh Desi Romance,2013,141.0,Outra,,6.0/10,66/100,
Fahrenheit 11/9,2018,128.0,Outra,18+,7.0/10,66/100,
Deuce Bigalow: Male Gigolo,1999,88.0,Outra,18+,5.7/10,66/100,
Birdy,1984,120.0,Outra,18+,7.3/10,66/100,
How I Live Now,2013,101.0,Outra,18+,6.5/10,66/100,
Elmer Gantry,1960,146.0,Outra,,7.8/10,66/100,
Absence of Malice,1981,116.0,Outra,7+,6.9/10,66/100,
Lake Tahoe,2008,89.0,Outra,,6.7/10,66/100,
Detour,1945,68.0,Outra,,7.4/10,66/100,
The Court Jester,1955,101.0,Outra,,7.9/10,66/100,
White Lies,2013,,Outra,,6.9/10,66/100,
Rudderless,2014,105.0,Outra,18+,7.5/10,66/100,
Out in the Dark,2012,96.0,Outra,,7.5/10,66/100,
School Ties,1992,106.0,Outra,13+,6.9/10,66/100,
To End All Wars,2001,125.0,Outra,18+,7.0/10,66/100,
Repo! The Genetic Opera,2008,98.0,Outra,18+,6.6/10,66/100,
You're Not You,2014,102.0,Outra,18+,7.3/10,66/100,
After Porn Ends 2,2017,90.0,Outra,18+,5.5/10,66/100,
Words on Bathroom Walls,2020,110.0,Outra,13+,7.2/10,66/100,
Guys and Dolls,1955,150.0,Outra,,7.2/10,66/100,
Grease Live,2016,140.0,Outra,13+,7.3/10,66/100,
The Little Foxes,1941,116.0,Outra,,8.0/10,66/100,
Brigham City,2001,119.0,Outra,13+,6.7/10,66/100,
Happythankyoumoreplease,2011,100.0,Outra,18+,6.8/10,66/100,
JCVD,2008,97.0,Outra,18+,7.1/10,66/100,
How High,2001,93.0,Outra,18+,6.3/10,66/100,
Bill Frisell: A Portrait,2017,118.0,Outra,18+,7.2/10,66/100,
Bad Boys,1983,119.0,Outra,18+,7.2/10,66/100,
Aaja Nachle,2007,137.0,Outra,all,6.2/10,66/100,
The Souvenir,2019,120.0,Outra,18+,6.4/10,66/100,
The Two Faces of Dr. Jekyll,1960,88.0,Outra,,6.3/10,66/100,
Anna,2013,118.0,Outra,18+,6.5/10,66/100,
Take This Waltz,2011,116.0,Outra,18+,6.6/10,66/100,
Things We Lost in the Fire,2007,118.0,Outra,18+,7.2/10,66/100,
The Warlords,2007,126.0,Outra,18+,7.0/10,66/100,
The Blackout,2019,127.0,Outra,18+,6.1/10,66/100,
Jesse Stone: Stone Cold,2005,87.0,Outra,18+,7.2/10,65/100,
The Joneses,2010,96.0,Outra,18+,6.4/10,65/100,
Light of My Life,2019,119.0,Outra,18+,6.6/10,65/100,
The Little Girl Who Lives Down the Lane,1976,91.0,Outra,7+,7.0/10,65/100,
Dragonslayer,1981,108.0,Outra,7+,6.7/10,65/100,
Barbarella,1968,98.0,Outra,7+,5.9/10,65/100,
Fanaa,2006,168.0,Outra,7+,7.2/10,65/100,
Ondine,2009,111.0,Outra,13+,6.8/10,65/100,
Hum Tum,2004,143.0,Outra,7+,7.0/10,65/100,
The Pride of the Yankees,1942,128.0,Outra,,7.7/10,65/100,
Love & Friendship,2016,90.0,Outra,13+,6.4/10,65/100,
Ramona and Beezus,2010,104.0,Outra,all,6.5/10,65/100,
Maquia: When the Promised Flower Blooms,2018,115.0,Outra,,7.5/10,65/100,
Monsieur Lazhar,2011,95.0,Outra,13+,7.5/10,65/100,
Hell House LLC,2015,93.0,Outra,18+,6.4/10,65/100,
Nightjohn,1996,92.0,Outra,13+,6.8/10,65/100,
Arjun Reddy,2017,173.0,Outra,18+,8.1/10,65/100,
Pass Over,2018,74.0,Outra,,5.8/10,65/100,
Another 48 Hrs.,1990,93.0,Outra,18+,5.9/10,65/100,
6 Days,2017,94.0,Outra,18+,6.2/10,65/100,
Valley Uprising,2014,103.0,Outra,,8.1/10,65/100,
Barefoot in the Park,1967,106.0,Outra,all,7.0/10,65/100,
Seberg,2019,102.0,Outra,18+,5.8/10,65/100,
George Carlin: You Are All Diseased,1999,65.0,Outra,18+,8.6/10,65/100,
